"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"21","10345411","Arhgef4","226970","Rho guanine nucleotide exchange factor (GEF) 4",-0.160098378510001,4.69277775417255,-1.35346263157455,0.187967599598995,0.242334053622168,-6.43747287032618
"22","10345423","Plekhb2","226971","pleckstrin homology domain containing, family B (evectins) member 2",-0.569503931222799,7.56801640981324,-2.99875487085097,0.00603887139400106,0.0114187523528281,-3.37551443480048
"23","10345550","Vwa3b","70853","von Willebrand factor A domain containing 3B",-1.48501159493716,4.80213449999711,-9.06321876679939,2.15922328622101e-09,3.76713973338285e-08,11.4308651912333
"24","10345675","Npas2","18143","neuronal PAS domain protein 2",0.0103077886749459,5.44431513478089,0.0236165742917669,0.98134513658126,0.98464214593341,-7.35262148393664
"25","10345715","Map4k4","26921","mitogen-activated protein kinase kinase kinase kinase 4",1.23652753515538,8.17975586363366,10.0026012914153,3.04668175813224e-10,7.93230937745506e-09,13.4099563099696
"26","10345752","Il1r2","16178","interleukin 1 receptor, type II",-0.269959444655273,4.42306697460851,-1.80558305246348,0.0829879307695098,0.117591326965337,-5.76609691875894
"27","10345762","Il1r1","16177","interleukin 1 receptor, type I",0.231282368248262,6.49227762677974,1.5220078482096,0.140502416837825,0.188096963651862,-6.20573250629812
"28","10345777","Il1rl2","107527","interleukin 1 receptor-like 2",0.466862801367027,4.78478543581602,3.49751621331657,0.00176857632733676,0.00381114686497824,-2.19737032619307
"29","10345840","Slc9a4","110895","solute carrier family 9 (sodium/hydrogen exchanger), member 4",-0.385882076245086,4.50906025404212,-2.30138432340181,0.0299442953827205,0.0478604957293784,-4.86544560768052
"30","10345855","Slc9a2","226999","solute carrier family 9 (sodium/hydrogen exchanger), member 2",-0.556323873623317,7.98856578875214,-3.92828520467004,0.000591831451560549,0.00145789824336386,-1.13108038294074
"31","10345882","Mrps9","69527","mitochondrial ribosomal protein S9",-0.202169910147086,7.76645548598351,-2.48981262362582,0.0197575362397387,0.0328989870413752,-4.48536046018511
"32","10345913","Nck2","17974","non-catalytic region of tyrosine kinase adaptor protein 2",-0.204779793232357,6.22444058644819,-1.90331052508379,0.068524336071348,0.0992576474277414,-5.60111912642208
"33","10345921","1500015O10Rik","78896","RIKEN cDNA 1500015O10 gene",-0.541871170393976,6.49872990257443,-2.1441372175252,0.0418902408155138,0.0642527953535841,-5.16762283780005
"34","10345967","Bivm","246229","basic, immunoglobulin-like variable motif containing",-0.179854873982976,5.64109688593428,-1.44875599602252,0.159780000366397,0.210210692371131,-6.30927452932254
"35","10346015","Col3a1","12825","collagen, type III, alpha 1",0.866817715635944,10.25051738089,5.04498347837596,3.2787266639614e-05,0.000117890193151077,1.73148987664595
"36","10346150","Tmeff2","56363","transmembrane protein with EGF-like and two follistatin-like domains 2",0.318712140457485,5.96770794940012,2.91903397386092,0.00730897448929444,0.0135528354573221,-3.55639026067958
"37","10346164","Cavin2","20324","caveolae associated 2",-0.157626121972401,8.20946315186597,-1.19074716730757,0.244888533060358,0.307291662557654,-6.63876414631645
"38","10346191","Stat1","20846","signal transducer and activator of transcription 1",0.608195438185374,6.84054626671739,5.21984330030932,2.08536908441885e-05,8.01470010718736e-05,2.18315005206112
"39","10346250","Mstn","17700","myostatin",-2.70188344543852,5.59415041138644,-9.3464281139537,1.1822381674229e-09,2.31746068571662e-08,12.0397833559303
"40","10346255","Ormdl1","227102","ORM1-like 1 (S. cerevisiae)",-0.35121367128176,4.90349748424671,-2.59196452552603,0.0156811572253376,0.0267697495739876,-4.27176631859042
"41","10346260","Osgepl1","72085","O-sialoglycoprotein endopeptidase-like 1",-0.826562531833487,7.58899529730667,-8.58147028172093,6.16273864807006e-09,8.61934548657072e-08,10.3704657050842
"42","10346298","Coq10b","67876","coenzyme Q10B",-0.162982599676304,7.34586296316035,-0.734623132195269,0.469374771591846,0.535148375336134,-7.07642989171252
"43","10346310","Mob4","19070","MOB family member 4, phocein",-0.218996144979956,8.35843075812864,-1.61150237139721,0.119570816870677,0.162533075569592,-6.07351149041821
"44","10346330","Plcl1","227120","phospholipase C-like 1",0.524489233251606,6.42887405820384,3.91647288668545,0.000610043025308829,0.00149418621598814,-1.16076042095309
"45","10346337","1700066M21Rik","73467","RIKEN cDNA 1700066M21 gene",-0.258142944222256,5.52018455007672,-2.33760841164357,0.0276743845722005,0.0445192808850007,-4.79384626103172
"46","10346340","Maip1","68115","matrix AAA peptidase interacting protein 1",-0.314522600027776,6.67745461384317,-3.29989132070958,0.00289498124007888,0.00595777047259039,-2.67284790042566
"47","10346348","Spats2l","67198","spermatogenesis associated, serine-rich 2-like",0.566065673575459,6.18320864875045,6.14799017115086,1.95260199246708e-06,1.05798936133996e-05,4.55790507468562
"48","10346365","Sgo2a","68549","shugoshin 2A",0.411882027950841,4.92836486561416,2.51641031087041,0.0186106814508237,0.0311642520269889,-4.43023545860611
"49","10346374","Aox1","11761","aldehyde oxidase 1",0.745468377825577,7.36497227403838,3.90548613607789,0.000627476965940554,0.00153158680580778,-1.18834710766451
"50","10346544","Ndufb3","66495","NADH:ubiquinone oxidoreductase subunit B3",-0.211812157896635,7.5691565973585,-1.4407164198901,0.1620193608251,0.212660882861694,-6.32037666305727
"51","10346562","Cflar","12633","CASP8 and FADD-like apoptosis regulator",-0.0700041322327678,6.45113717930332,-0.53848243001391,0.594986067235064,0.651443662573306,-7.20362497833985
"52","10346564","Casp8","12370","caspase 8",0.551627293018223,7.52915184903043,2.76868713925466,0.0104246709652274,0.0186162696062116,-3.89084485429148
"53","10346576","Stradb","227154","STE20-related kinase adaptor beta",-0.963486011621971,8.70578812479763,-11.6717522168629,1.22624736669054e-11,6.37437865660674e-10,16.6503117301441
"54","10346634","Nop58","55989","NOP58 ribonucleoprotein",0.50215901944761,7.08581774607037,4.98886647538225,3.79213572660667e-05,0.00013377304127467,1.58646578399658
"55","10346668","Fam117b","72750","family with sequence similarity 117, member B",0.434358908307869,6.93233289255265,2.69995412482021,0.0122337153638854,0.021469261286708,-4.04064056111261
"56","10346695","Nbeal1","269198","neurobeachin like 1",0.621093101581635,7.88103886863405,4.28760729182156,0.000234201176956025,0.000650103540407732,-0.21962711158878
"57","10346783","Cd28","12487","CD28 antigen",-0.457689847768568,5.35359130594176,-1.52694852043762,0.139273475762794,0.186715457208266,-6.19859558187328
"58","10346790","Ctla4","12477","cytotoxic T-lymphocyte-associated protein 4",-0.00651112152253663,3.76417754637373,-0.0513982571533345,0.959414887807813,0.967802381363058,-7.35154239401373
"59","10346878","Zdbf2","73884","zinc finger, DBF-type containing 2",1.66874896957164,5.78543680323724,9.54254985542994,7.83786655153506e-10,1.62419789723035e-08,12.4552249963889
"60","10346914","Fastkd2","75619","FAST kinase domains 2",-0.515158734614675,6.82067495637571,-3.98049170598267,0.000517557004780833,0.00130016670622083,-0.999658671320206
"61","10346960","Ccnyl1","227210","cyclin Y-like 1",-0.401713781958533,6.75381662101909,-3.09850207357844,0.00474476268615836,0.0092295632787839,-3.14601539886887
"62","10347106","Rpe","66646","ribulose-5-phosphate-3-epimerase",0.0518954664379896,6.16434678212677,0.434590261452727,0.667571962752923,0.717760028567682,-7.25547755828872
"63","10347232","Xrcc5","22596","X-ray repair complementing defective repair in Chinese hamster cells 5",-0.0652783565291744,7.02770396241805,-0.604545098634282,0.55090562443784,0.611622098244241,-7.16502932292416
"64","10347310","Pnkd","56695","paroxysmal nonkinesiogenic dyskinesia",-0.2560370927758,7.32008754870689,-1.99892474945856,0.056551023574484,0.0839256201951638,-5.43346423877154
"65","10347398","Plcd4","18802","phospholipase C, delta 4",-1.8971817195164,6.71129358183851,-9.83721174002562,4.26597935431428e-10,9.88690237210146e-09,13.069900649958
"66","10347460","Ttll4","67534","tubulin tyrosine ligase-like family, member 4",0.155609555119444,6.32319829643367,1.65854536884206,0.10964932910988,0.150294180316107,-6.0015505585275
"67","10347481","Cyp27a1","104086","cytochrome P450, family 27, subfamily a, polypeptide 1",-1.01340215644277,7.49806865448809,-10.6024211126927,9.24600659797743e-11,3.08828786170601e-09,14.6138932036343
"68","10347639","Gmppa","69080","GDP-mannose pyrophosphorylase A",0.0645051486065498,7.14718274633685,0.577743561423265,0.568582607347328,0.627613912538105,-7.18121135668678
"69","10347697","Slc4a3","20536","solute carrier family 4 (anion exchanger), member 3",0.739499583460169,6.71032229882937,5.77917874201998,4.96291326520002e-06,2.35043942606534e-05,3.62070232316705
"70","10347792","Irs1","16367","insulin receptor substrate 1",-0.616863640816683,4.87565533197637,-2.81940108263788,0.00925492935322204,0.0167811701165387,-3.77904298729727
"71","10347948","Sp100","20684","nuclear antigen Sp100",0.367229176831865,6.68101512294725,2.6747675659953,0.0129675531748583,0.0226086083340507,-4.0950172947471
"72","10347980","Itm2c","64294","integral membrane protein 2C",0.369063427701478,7.62594137821758,2.86983731095324,0.00821548875312742,0.0150523408154558,-3.66681812074915
"73","10348004","Psmd1","70247","proteasome (prosome, macropain) 26S subunit, non-ATPase, 1",0.100489544994566,9.96261952294652,1.0376935223905,0.309303141264149,0.374602110734276,-6.80698824843913
"74","10348096","Dis3l2","208718","DIS3 like 3'-5' exoribonuclease 2",0.321673906292243,6.84694020664904,3.22082792257878,0.00351840442933025,0.00704930516484202,-2.860083699159
"75","10348150","Chrnd","11447","cholinergic receptor, nicotinic, delta polypeptide",1.76658922722749,6.04464568453426,16.2375290928791,7.92669831362014e-15,2.23576929656941e-12,23.9912414453167
"76","10348166","Chrng","11449","cholinergic receptor, nicotinic, gamma polypeptide",1.87381982790542,5.26402851775866,16.965106428529,2.88118974871912e-15,9.58106724601032e-13,24.9916764288394
"77","10348234","Neu2","23956","neuraminidase 2",-1.0157388122559,5.92843896249628,-4.48447899917459,0.00014053783536046,0.00041531466247093,0.285106113942708
"78","10348244","Inpp5d","16331","inositol polyphosphate-5-phosphatase D",0.582571110130088,5.62930415102624,6.58405380168325,6.596407863853e-07,4.32128551287505e-06,5.65048963867945
"79","10348321","Dgkd","227333","diacylglycerol kinase, delta",0.496937480117327,7.55833891381581,4.55857104567564,0.000115935107454684,0.000350985414756966,0.475719279458084
"80","10348432","Agap1","347722","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",0.717356589657316,7.51569014527996,7.91001312434804,2.79833027424768e-08,2.978432453324e-07,8.84073761075339
"81","10348537","Ramp1","51801","receptor (calcitonin) activity modifying protein 1",-0.865566257618304,6.62442009388373,-6.9771238331146,2.52645018224363e-07,1.89745378332114e-06,6.6182724874915
"82","10348570","Espnl","227357","espin-like",-0.189075586279846,5.35906575473204,-1.80005238132223,0.0838797673103198,0.118689403186871,-5.77523488975712
"83","10348580","Klhl30","70788","kelch-like 30",0.168748990804975,7.84305478793095,0.942306622727581,0.355014370147839,0.423697216088524,-6.90109045943866
"84","10348590","Erfe","227358","erythroferrone",0.0857293112557524,4.66133861026132,0.715214517709568,0.481074512877825,0.546768592317152,-7.0907010765222
"85","10348632","Twist2","13345","twist basic helix-loop-helix transcription factor 2",0.121549613004961,5.48030220300501,1.0873058516458,0.287229274510475,0.351982386360049,-6.75475580120446
"86","10348653","Gpc1","14733","glypican 1",0.122320967690747,8.96736876662695,1.11868595103213,0.27386265210258,0.338214712898272,-6.72057354131709
"87","10348666","Dusp28","67446","dual specificity phosphatase 28",-0.429677446161222,6.32706975976716,-3.70343067282248,0.0010511230271518,0.00242350209302892,-1.69211731588181
"88","10348713","Crocc2","381284","ciliary rootlet coiled-coil, rootletin family member 2",-0.105008653958286,5.19495485398746,-0.876573131744663,0.389028117022717,0.458152574837471,-6.96101720027592
"89","10348866","Atg4b","66615","autophagy related 4B, cysteine peptidase",0.124536576159436,6.47715051012379,1.14710629817556,0.262151021475313,0.325971279948607,-6.68885694295806
"90","10349016","Relch","227446","RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing",0.514321750760995,5.98885404492368,3.85841276505928,0.000707898033194024,0.0017065519062327,-1.30633059594501
"91","10349174","Serpinb8","20725","serine (or cysteine) peptidase inhibitor, clade B, member 8",1.84768361696056,5.25212337379875,10.0299748482338,2.88253370325179e-10,7.7718052077539e-09,13.4658979317884
"92","10349239","Nifk","67949","nucleolar protein interacting with the FHA domain of MKI67",0.33846604178631,7.66531521085065,4.62825154552154,9.67360652066846e-05,0.000301121399788067,0.655232289031988
"93","10349295","Tfcp2l1","81879","transcription factor CP2-like 1",-1.22902533092966,5.1767874110109,-7.89477899885108,2.89807262291536e-08,3.05894276643269e-07,8.80533757553144
"94","10349383","Slc35f5","74150","solute carrier family 35, member F5",0.950798972321884,8.81219773113559,6.66830908655785,5.36165596287036e-07,3.63218862064756e-06,5.85937607917916
"95","10349480","R3hdm1","226412","R3H domain containing 1",0.0687516510779957,9.24849465051712,0.712681294087732,0.482613909347772,0.548027469863261,-7.09253671148051
"96","10349510","Mir128-1","387147","microRNA 128-1",0.341689159950319,3.83884569212261,2.2514973847995,0.0333482337923505,0.0525967638905758,-4.96285467471302
"97","10349512","Ubxn4","67812","UBX domain protein 4",0.596207791345838,9.21253553466107,6.37929535992535,1.09522358323004e-06,6.49585295801275e-06,5.13976568622194
"98","10349648","Ctse","13034","cathepsin E",0.460507051454728,5.05716510932077,2.46788534570095,0.0207518369427087,0.0344079282031783,-4.53054030226283
"99","10349661","Rab7b","226421","RAB7B, member RAS oncogene family",0.368919355795059,5.42312624915453,3.23114182966232,0.00343027633161157,0.00690867126198625,-2.83576288052798
"100","10349711","Slc41a1","98396","solute carrier family 41, member 1",-0.0179656944859943,8.83683762675082,-0.101276592549658,0.920135296618361,0.934305380186284,-7.34760011642258
"101","10349876","Plekha6","240753","pleckstrin homology domain containing, family A member 6",0.379225651702178,5.57651197356044,2.61181125218658,0.0149862333536828,0.025765359545089,-4.22968945639574
"102","10349947","Fmod","14264","fibromodulin",-0.218083378995845,10.0011723355811,-1.57998308095525,0.126627138778904,0.17134487835301,-6.12078505273797
"103","10349980","Mybph","53311","myosin binding protein H",0.358886223782559,9.51118707465121,1.52191237219577,0.140526252340263,0.188096963651862,-6.20587023468724
"104","10349993","Myog","17928","myogenin",2.5416452146988,6.74546286624831,13.5423277914046,4.81040527115817e-13,5.19626118333405e-11,19.9019612650411
"105","10350003","Cyb5r1","72017","cytochrome b5 reductase 1",0.0289784788642216,7.85048534130309,0.29931745638834,0.767161412767646,0.80489326154605,-7.30660111451716
"106","10350024","Klhl12","240756","kelch-like 12",-0.0212365173390801,6.62236244287281,-0.158293978327963,0.875491368064954,0.895420966088995,-7.33994175292752
"107","10350039","Rabif","98710","RAB interacting factor",0.228919050579054,6.71937301266053,1.79290819978889,0.0850439541036852,0.120236189079479,-5.78700677545935
"108","10350046","Kdm5b","75605","lysine (K)-specific demethylase 5B",0.523841227168409,7.09660579772005,5.21830269147844,2.09368714832407e-05,8.04058218762579e-05,2.17917321661075
"109","10350146","Phlda3","27280","pleckstrin homology like domain, family A, member 3",0.78092081255377,7.71440487977128,3.78771289756544,0.000848085050493237,0.00200452877158015,-1.4828473008105
"110","10350149","Tnni1","21952","troponin I, skeletal, slow 1",2.50524880765085,10.8131913099131,11.5507335568013,1.53122974530784e-11,7.62162099698814e-10,16.4266651621803
"111","10350173","Tnnt2","21956","troponin T2, cardiac",1.58017768649636,7.57928250877703,12.0328342206836,6.38107212480519e-12,3.85675037828999e-10,17.3076232123385
"112","10350349","Dennd1b","329260","DENN/MADD domain containing 1B",-0.371294544520318,7.03263044304738,-3.62699472648637,0.00127598732998008,0.00287408503740411,-1.88072157077819
"113","10350438","Kcnt2","240776","potassium channel, subfamily T, member 2",0.835510318202901,4.40249658556392,7.45699543607423,8.03278872317639e-08,7.24377768162816e-07,7.77517170593919
"114","10350473","B3galt2","26878","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",2.21795993329177,7.67907359532227,9.93969291702396,3.46144712458677e-10,8.614591691925e-09,13.2810281622989
"115","10350489","Uchl5","56207","ubiquitin carboxyl-terminal esterase L5",-0.41400258309518,7.37115223309319,-3.84292424474651,0.000736514598234244,0.00176547904402042,-1.3450727736311
"116","10350594","Ivns1abp","117198","influenza virus NS1A binding protein",-0.0486806822271166,9.27903371705918,-0.382441018865462,0.705352363913992,0.749492246042557,-7.2773938085188
"117","10350614","Trmt1l","98685","tRNA methyltransferase 1 like",-0.0267988815107287,6.80798265110808,-0.270434654891123,0.789036384773026,0.823250662863267,-7.31509476423356
"118","10350630","Fam129a","63913","family with sequence similarity 129, member A",0.719858264795532,7.52183609151784,6.19619345527005,1.73015078147274e-06,9.5477994755838e-06,4.67956961235264
"119","10350742","Rnasel","24014","ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)",0.559404001015083,4.90800268156256,4.11846419404315,0.000362724175017631,0.000950081296705461,-0.650562895384137
"120","10350840","Angptl1","72713","angiopoietin-like 1",0.0991921014020738,7.21173140576709,0.578517619812186,0.568068066285631,0.627246970972629,-7.18075401238391
"121","10351013","Rc3h1","381305","RING CCCH (C3H) domains 1",0.00516372883728966,6.56437458373766,0.0329142088446219,0.974003251137722,0.979016928534194,-7.35234932477743
"122","10351039","Gas5","14455","growth arrest specific 5",-0.565452929084135,4.31813770493093,-2.30856727093553,0.0294811289387062,0.0471954217169653,-4.85130550277499
"123","10351043","Snord47","100217446","small nucleolar RNA, C/D box 47",-0.421974157289239,8.12120760954043,-2.59377277352324,0.0156166191144778,0.0266864945285103,-4.26794029752864
"124","10351131","Myoc","17926","myocilin",-0.494220509006878,6.89229867622271,-3.22482955792106,0.00348395595608583,0.00699685300199675,-2.85065139228145
"125","10351140","Kifap3","16579","kinesin-associated protein 3",-0.100846217493182,7.34874142754655,-1.11840624883632,0.273979769958135,0.338277065193933,-6.72088211169076
"126","10351179","Mettl18","69962","methyltransferase like 18",-0.456609330990155,4.72039238792663,-3.79555734667837,0.00083127530409911,0.0019693815767201,-1.46330424396263
"127","10351206","Selp","20344","selectin, platelet",-0.232142252900974,4.60598975546472,-1.83181002337728,0.0788688937284595,0.112319038838538,-5.72247119723653
"128","10351293","Dpt","56429","dermatopontin",0.275577733409616,9.2377170737881,2.10251843127004,0.0456985951977996,0.0693815095153196,-5.24515443941591
"129","10351304","Mpc2","70456","mitochondrial pyruvate carrier 2",-0.906680143879235,9.48388727686436,-9.46462955642708,9.22278801218728e-10,1.85809899753471e-08,12.2907756921343
"130","10351347","Creg1","433375","cellular repressor of E1A-stimulated genes 1",-0.366910924420072,8.65746236315259,-2.065107443558,0.0493827679491556,0.0742863149267742,-5.31393841065432
"131","10351390","Tada1","27878","transcriptional adaptor 1",0.161702049689656,6.30067612006067,1.42846697693252,0.165479561420964,0.216530859106761,-6.33719169937901
"132","10351404","Tmco1","68944","transmembrane and coiled-coil domains 1",-0.0315436579039341,7.41958037134986,-0.374820108636437,0.710941502398117,0.75448369725653,-7.28036512875995
"133","10351430","Rxrg","20183","retinoid X receptor gamma",-1.5633622700403,6.42885113148887,-8.62197820143207,5.63588418237155e-09,8.03746741401696e-08,10.460826665396
"134","10351463","Rgs5","19737","regulator of G-protein signaling 5",-0.10291106706056,9.2539452131661,-0.851157167850838,0.40272665655383,0.471224529920211,-6.98309665189168
"135","10351491","Olfml2b","320078","olfactomedin-like 2B",0.586634794428882,7.65234635043715,3.95901500718816,0.000546927397634042,0.00136048525124352,-1.05377059785253
"136","10351504","Gm39701","105244006","predicted gene, 39701",-0.56103229914732,5.67636403904421,-0.999252251001496,0.327205570285458,0.3938413182407,-6.8459195092339
"137","10351525","Mpz","17528","myelin protein zero",0.315084651087421,8.20203244382039,1.87630669395972,0.0722836110792862,0.104079379877917,-5.64736225388657
"138","10351792","Slamf9","98365","SLAM family member 9",0.322881791271802,4.56887717308869,2.96236347470536,0.0065900909934311,0.0123552038307421,-3.45837157940394
"139","10351873","Ifi209","236312","interferon activated gene 209",0.715788858296433,3.08283029619594,3.618324888723,0.00130428913948281,0.00293003361113018,-1.90203885937149
"140","10352092","Zbtb18","30928","zinc finger and BTB domain containing 18",-0.76926867643675,8.0442598426051,-8.06010606541375,1.98496987775737e-08,2.23948712652759e-07,9.18788051825539
"141","10352097","1700016C15Rik","69428","RIKEN cDNA 1700016C15 gene",0.535760618931126,5.23393065991164,3.27073800982847,0.00311131125831069,0.00635403349092654,-2.74209968153492
"142","10352166","Cnst","226744","consortin, connexin sorting protein",-0.251142364130962,7.09357328623232,-2.62551773830011,0.014523208274027,0.0250797035398758,-4.20052359808004
"143","10352234","Itpkb","320404","inositol 1,4,5-trisphosphate 3-kinase B",0.0658678550729874,7.92759381986371,0.45712142640155,0.651514205878592,0.702279750158304,-7.24515595632466
"144","10352242","Parp1","11545","poly (ADP-ribose) polymerase family, member 1",-0.186704136182695,7.4835762757144,-1.94362202139356,0.0632297442972102,0.0923791113084708,-5.53117252185064
"145","10352267","Lin9","72568","lin-9 homolog (C. elegans)",-0.406194711600365,4.20877173902817,-2.5916328946273,0.0156930204050519,0.0267809965030079,-4.27246784041593
"146","10352294","Sde2","208768","SDE2 telomere maintenance homolog (S. pombe)",0.525522515267317,6.89810761831203,4.81428906001286,5.96582309067461e-05,0.000197963946610163,1.13535173385474
"147","10352348","Cnih4","98417","cornichon family AMPA receptor auxiliary protein 4",-0.210078091494056,8.31721066251662,-2.23898443772117,0.0342553901848279,0.0538435343555329,-4.98706621211477
"148","10352448","Dusp10","63953","dual specificity phosphatase 10",-0.131838190033207,8.53375627040275,-0.657569298921311,0.516798236396102,0.580483328801551,-7.13091951898027
"149","10352459","Rab3gap2","98732","RAB3 GTPase activating protein subunit 2",0.571660296368409,6.97461596072599,7.28529857275548,1.20632952174938e-07,1.02416972941833e-06,7.36447977264495
"150","10352503","Bpnt1","23827","bisphosphate 3'-nucleotidase 1",-0.253544920633042,7.14692882900312,-2.55363927722082,0.0171088730847497,0.0289442681277155,-4.35249359163401
"151","10352576","Esrrg","26381","estrogen-related receptor gamma",1.19281864347698,8.25404313890533,4.78812415746134,6.38537535227299e-05,0.000210100782005768,1.06777192961232
"152","10352661","Ptpn14","19250","protein tyrosine phosphatase, non-receptor type 14",0.994879986793517,8.18662260947853,8.57391980353886,6.26640569911277e-09,8.69086897355741e-08,10.3535985544928
"153","10352703","A230020J21Rik","100125339","RIKEN cDNA A230020J21 gene",-0.460711595203521,5.06059945905657,-3.74464367339421,0.000946498824378744,0.0022144583093875,-1.5899507648302
"154","10352777","Slc30a1","22782","solute carrier family 30 (zinc transporter), member 1",0.388081897838307,6.30219085132764,2.63349543214033,0.0142599005335474,0.0246501583278243,-4.18350811109956
"155","10352867","Plxna2","18845","plexin A2",0.993679106408355,7.09747962516511,6.97458525590959,2.5420064997753e-07,1.90631713432189e-06,6.61207854494616
"156","10352914","A330023F24Rik","320977","RIKEN cDNA A330023F24 gene",-0.256926556491353,4.82295159587085,-2.17653836893539,0.0391251625495404,0.0606073543803728,-5.10653891496456
"157","10352928","Rp1","19888","retinitis pigmentosa 1 (human)",0.283161309941779,3.78489820966016,1.543452565379,0.135231763559406,0.182017938385765,-6.1746162463353
"158","10352954","Hmgb3","15354","high mobility group box 3",0.396214717679466,6.10818238238456,2.8241729416392,0.00915149357839228,0.0166233033622532,-3.76846886271987
"159","10353034","Snord87","266793","small nucleolar RNA, C/D box 87",0.0791312138659723,8.03942874003995,0.423349073718292,0.675644856890699,0.724904678451834,-7.26043507297086
"160","10353064","Arfgef1","211673","ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)",-0.478776614027424,9.43776270726507,-4.54789494356711,0.000119195556978135,0.000358929918610907,0.448235304044216
"161","10353117","Slco5a1","240726","solute carrier organic anion transporter family, member 5A1",0.619234688899684,8.06396916104529,3.34144698533195,0.00261159087335579,0.00542012386535009,-2.57372176840211
"162","10353181","Lactb2","212442","lactamase, beta 2",-0.827742505552491,7.44510916435605,-6.36710982582176,1.1289387323812e-06,6.64921339245866e-06,5.10923867104045
"163","10353192","Eya1","14048","EYA transcriptional coactivator and phosphatase 1",-0.533897280493784,7.13435139386082,-3.30682283223614,0.00284572774602838,0.00586591951546329,-2.65634701819596
"164","10353213","Msc","17681","musculin",0.22878698154329,5.18613221264174,1.56389771789335,0.130358701421496,0.175972115691821,-6.14461589509594
