"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"12","10344973","Gdap1","14545","ganglioside-induced differentiation-associated-protein 1",-0.293687565673274,4.03573730102653,-1.85638276622641,0.0751708888854455,0.124597650300818,-5.46405576415767
"13","10344981","Pi15","94227","peptidase inhibitor 15",0.613154408052761,5.21245414074303,3.5109287686068,0.00170997633358625,0.00482576422769173,-1.9579377262714
"14","10344990","Crispld1","83691","cysteine-rich secretory protein LCCL domain containing 1",-0.065930450907965,6.38949557557931,-0.350822624165234,0.728647800112936,0.79453283530356,-7.06836523212243
"15","10345028","Mir206","387202","microRNA 206",0.289685317965207,2.06827694949978,2.26868961001484,0.0321373741072663,0.0599858265965408,-4.71431259390904
"16","10345037","Paqr8","74229","progestin and adipoQ receptor family member VIII",1.30694985854305,6.25848235035753,7.40143275313655,9.15873694201137e-08,1.55381823177338e-06,7.80075620698691
"17","10345065","Gsta3","14859","glutathione S-transferase, alpha 3",0.167206318971708,4.78097070282181,1.07278634509593,0.293569647515042,0.387832678867598,-6.5504982634167
"18","10345074","Cetn4","207175","centrin 4",0.23375503851988,3.36195080464834,2.1439612837559,0.0419057220255087,0.0752849790245958,-4.95218272272178
"19","10345387","Prss39","21755","protease, serine 39",-0.221964644438862,3.79726018249106,-1.68326821592731,0.104717835280362,0.165314816454726,-5.74524866289738
"20","10345401","Amer3","211383","APC membrane recruitment 3",-0.242614376690645,3.87308078901681,-1.97590104508097,0.0592520521082682,0.101457898331763,-5.25781124028304
"21","10345411","Arhgef4","226970","Rho guanine nucleotide exchange factor (GEF) 4",-0.0836591294448548,4.69277775417255,-0.707249545857179,0.485924240813009,0.580760154238408,-6.87592055531932
"22","10345423","Plekhb2","226971","pleckstrin homology domain containing, family B (evectins) member 2",-0.702141838529622,7.56801640981324,-3.69716720620008,0.00106798564819317,0.00327425310137484,-1.50236198334706
"23","10345550","Vwa3b","70853","von Willebrand factor A domain containing 3B",-0.828237511953162,4.80213449999711,-5.0548411792157,3.19603778148599e-05,0.00017335773308338,1.9485030846096
"24","10345675","Npas2","18143","neuronal PAS domain protein 2",-0.0890570446961618,5.44431513478089,-0.20404204806645,0.839965405143551,0.881460182288923,-7.11030517889725
"25","10345715","Map4k4","26921","mitogen-activated protein kinase kinase kinase kinase 4",0.304408975196843,8.17975586363366,2.46244545459291,0.0210055704780363,0.0419203149830938,-4.32764440321878
"26","10345752","Il1r2","16178","interleukin 1 receptor, type II",-0.211757438998403,4.42306697460851,-1.41630771087422,0.168972358631362,0.24736812709672,-6.13498221244725
"27","10345762","Il1r1","16177","interleukin 1 receptor, type I",-0.538520518682521,6.49227762677974,-3.54386052886182,0.00157400670562125,0.00449703547801861,-1.87792521173686
"28","10345777","Il1rl2","107527","interleukin 1 receptor-like 2",0.376050333538781,4.78478543581602,2.81719197743708,0.00930318787458421,0.020643481136042,-3.57204100391148
"29","10345840","Slc9a4","110895","solute carrier family 9 (sodium/hydrogen exchanger), member 4",-0.769422695431779,4.50906025404212,-4.58880429629389,0.000107177127055955,0.000469489451305509,0.750299317459285
"30","10345855","Slc9a2","226999","solute carrier family 9 (sodium/hydrogen exchanger), member 2",-0.214885837146676,7.98856578875214,-1.51734069806967,0.141671431048506,0.213305413829557,-5.99402111538353
"31","10345882","Mrps9","69527","mitochondrial ribosomal protein S9",-0.466756421545326,7.76645548598351,-5.74831353328728,5.36884096609188e-06,4.0865975389578e-05,3.72474003025007
"32","10345913","Nck2","17974","non-catalytic region of tyrosine kinase adaptor protein 2",0.110179132005022,6.22444058644819,1.02405173029846,0.315576145571642,0.409488684356137,-6.60106554195267
"33","10345921","1500015O10Rik","78896","RIKEN cDNA 1500015O10 gene",-0.499281205983298,6.49872990257443,-1.97561242274859,0.059286620540759,0.101482863278973,-5.25832070811134
"34","10345967","Bivm","246229","basic, immunoglobulin-like variable motif containing",-0.0763726837555465,5.64109688593428,-0.6151925776204,0.543963437326535,0.634874108346395,-6.93773021795794
"35","10346015","Col3a1","12825","collagen, type III, alpha 1",0.879064528587927,10.25051738089,5.11626140439318,2.72602043895361e-05,0.000152087975478764,2.10647827688416
"36","10346150","Tmeff2","56363","transmembrane protein with EGF-like and two follistatin-like domains 2",-0.04493990763123,5.96770794940012,-0.411597490354249,0.684126791034552,0.757211187541164,-7.04456488177781
"37","10346164","Cavin2","20324","caveolae associated 2",-0.622961315435271,8.20946315186597,-4.70600565702319,7.90393636006443e-05,0.000365800226983109,1.05123702800369
"38","10346191","Stat1","20846","signal transducer and activator of transcription 1",-0.0586020726364174,6.84054626671739,-0.502952861909184,0.619380748147511,0.70238911287579,-7.00176085552631
"39","10346250","Mstn","17700","myostatin",-0.846564666573862,5.59415041138644,-2.9284593357659,0.00714651723861298,0.0164027432280462,-3.32397547031876
"40","10346255","Ormdl1","227102","ORM1-like 1 (S. cerevisiae)",-0.421075844028235,4.90349748424671,-3.10754887841919,0.00464153578563524,0.0113731067488755,-2.91513349035999
"41","10346260","Osgepl1","72085","O-sialoglycoprotein endopeptidase-like 1",-0.817423312149685,7.58899529730667,-8.48658581854462,7.60422744100296e-09,2.1555165802724e-07,10.2964827631401
"42","10346298","Coq10b","67876","coenzyme Q10B",-0.334293888523188,7.34586296316035,-1.50678676096946,0.14434417653553,0.216686985295945,-6.00912618066935
"43","10346310","Mob4","19070","MOB family member 4, phocein",-0.256614994247862,8.35843075812864,-1.88832397850821,0.0705890736031171,0.118121531536923,-5.40987690158748
"44","10346330","Plcl1","227120","phospholipase C-like 1",-0.637245667656661,6.42887405820384,-4.75844921365206,6.89710132388197e-05,0.000327896034290236,1.18603400999795
"45","10346337","1700066M21Rik","73467","RIKEN cDNA 1700066M21 gene",-0.208229018167339,5.52018455007672,-1.88561382486273,0.0709681819851265,0.118599558900094,-5.41450085570476
"46","10346340","Maip1","68115","matrix AAA peptidase interacting protein 1",-0.388175088026571,6.67745461384317,-4.07263453812679,0.000408248903020899,0.00146479129373647,-0.564906763633415
"47","10346348","Spats2l","67198","spermatogenesis associated, serine-rich 2-like",0.510935653859065,6.18320864875045,5.54922780986707,8.93110902333482e-06,6.1691483689076e-05,3.21706232370342
"48","10346365","Sgo2a","68549","shugoshin 2A",0.173759356996252,4.92836486561416,1.06158998908243,0.298526426618089,0.392342393978782,-6.56230587087664
"49","10346374","Aox1","11761","aldehyde oxidase 1",-0.129819897352798,7.36497227403838,-0.680122489940191,0.502650107577331,0.596669300016392,-6.89499707201294
"50","10346544","Ndufb3","66495","NADH:ubiquinone oxidoreductase subunit B3",-0.481152636070147,7.5691565973585,-3.27273235938586,0.00309602765788525,0.00800740316815253,-2.52869128993517
"51","10346562","Cflar","12633","CASP8 and FADD-like apoptosis regulator",-0.276414836443853,6.45113717930332,-2.12622495376797,0.0434930080940581,0.0777514091878637,-4.98526278798417
"52","10346564","Casp8","12370","caspase 8",-0.330600344587498,7.52915184903043,-1.65932493529164,0.109490905267083,0.171606554792072,-5.78243269951602
"53","10346576","Stradb","227154","STE20-related kinase adaptor beta",-0.492121655235501,8.70578812479763,-5.96160395810172,3.12367353418319e-06,2.67434916240271e-05,4.26566066310353
"54","10346634","Nop58","55989","NOP58 ribonucleoprotein",0.209782603769077,7.08581774607037,2.08415533432659,0.0474751560180025,0.0841589968936448,-5.06296174497619
"55","10346668","Fam117b","72750","family with sequence similarity 117, member B",0.11299650520112,6.93233289255265,0.702380852499497,0.488902465177052,0.583625162403926,-6.87939718455054
"56","10346695","Nbeal1","269198","neurobeachin like 1",-0.195084296828626,7.88103886863405,-1.34673022687301,0.190098043717267,0.272327248293612,-6.22724297405952
"57","10346783","Cd28","12487","CD28 antigen",0.178920167049247,5.35359130594176,0.596914888290129,0.555908834939604,0.644922334158254,-6.94901042787467
"58","10346790","Ctla4","12477","cytotoxic T-lymphocyte-associated protein 4",0.29668110063333,3.76417754637373,2.34197617877442,0.0274115792163479,0.0524372975438577,-4.57042579384202
"59","10346878","Zdbf2","73884","zinc finger, DBF-type containing 2",1.21092979542792,5.78543680323724,6.92456334355832,2.8693117107656e-07,3.82348964712781e-06,6.6557435642491
"60","10346914","Fastkd2","75619","FAST kinase domains 2",-0.71519446031925,6.82067495637571,-5.5261134601452,9.47655481178539e-06,6.45049788002715e-05,3.15797062084254
"61","10346960","Ccnyl1","227210","cyclin Y-like 1",0.0517338008641657,6.75381662101909,0.399033581746165,0.693241997521079,0.764961882506959,-7.04979245609382
"62","10347106","Rpe","66646","ribulose-5-phosphate-3-epimerase",-0.313140443842317,6.16434678212677,-2.62234443009522,0.0146292025883785,0.0306025799510497,-3.99416028022174
"63","10347232","Xrcc5","22596","X-ray repair complementing defective repair in Chinese hamster cells 5",1.09785907825604,7.02770396241805,10.1673105764269,2.18630277436089e-10,1.52052865553839e-08,13.8484438152018
"64","10347310","Pnkd","56695","paroxysmal nonkinesiogenic dyskinesia",-0.472715779700533,7.32008754870689,-3.69057178887132,0.00108602844104738,0.00332184183198591,-1.51861744642232
"65","10347398","Plcd4","18802","phospholipase C, delta 4",-1.15660072942476,6.71129358183851,-5.99717262557202,2.85505173362597e-06,2.49485329631997e-05,4.35552486829526
"66","10347460","Ttll4","67534","tubulin tyrosine ligase-like family, member 4",-0.0640504137886193,6.32319829643367,-0.682673484157134,0.501063583871752,0.595064284284651,-6.8932337342259
"67","10347481","Cyp27a1","104086","cytochrome P450, family 27, subfamily a, polypeptide 1",-0.53541048057943,7.49806865448809,-5.6015742093725,7.81021677891414e-06,5.51494723039598e-05,3.35077782324146
"68","10347639","Gmppa","69080","GDP-mannose pyrophosphorylase A",0.38124117743704,7.14718274633685,3.41460550625426,0.00217665619682908,0.00590640486974946,-2.19049755239642
"69","10347697","Slc4a3","20536","solute carrier family 4 (anion exchanger), member 3",0.63190468788926,6.71032229882937,4.93832616124669,4.32335162797255e-05,0.000223976083828741,1.64872888028999
"70","10347792","Irs1","16367","insulin receptor substrate 1",0.646034569001907,4.87565533197637,2.95272803054826,0.00674388068797801,0.0156341014853262,-3.26924164185026
"71","10347948","Sp100","20684","nuclear antigen Sp100",-0.655247607167984,6.68101512294725,-4.77259204311915,6.64828612218011e-05,0.000319029760324276,1.22239668888321
"72","10347980","Itm2c","64294","integral membrane protein 2C",0.175936783527134,7.62594137821758,1.36808447501787,0.183404972891672,0.264530411184948,-6.19935146560095
"73","10348004","Psmd1","70247","proteasome (prosome, macropain) 26S subunit, non-ATPase, 1",0.349329555096032,9.96261952294652,3.60731075578369,0.00134112986962595,0.003942626721535,-1.72308389597005
"74","10348096","Dis3l2","208718","DIS3 like 3'-5' exoribonuclease 2",0.163467322029527,6.84694020664904,1.63675108525449,0.11415670399673,0.177131291623288,-5.81709872756189
"75","10348150","Chrnd","11447","cholinergic receptor, nicotinic, delta polypeptide",0.731998584820895,6.04464568453426,6.72813358860421,4.63027723930426e-07,5.59712322474946e-06,6.17615670200824
"76","10348166","Chrng","11449","cholinergic receptor, nicotinic, gamma polypeptide",0.351803299955326,5.26402851775866,3.18514103478206,0.00384048555738164,0.00969574598449856,-2.73465241563782
"77","10348234","Neu2","23956","neuraminidase 2",0.262593356338594,5.92843896249628,1.15934763702474,0.257221132461647,0.349361072634505,-6.45542554161885
"78","10348244","Inpp5d","16331","inositol polyphosphate-5-phosphatase D",0.312968029265877,5.62930415102624,3.53707608747228,0.00160112726548814,0.00456424656197825,-1.8944291692603
"79","10348321","Dgkd","227333","diacylglycerol kinase, delta",0.588123577373555,7.55833891381581,5.39505112486439,1.32717303503978e-05,8.49691992294697e-05,2.8224116271493
"80","10348432","Agap1","347722","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",0.466462766351214,7.51569014527996,5.14350416104825,2.54044006515529e-05,0.000143468456182352,2.17652855386746
"81","10348537","Ramp1","51801","receptor (calcitonin) activity modifying protein 1",-0.573539397765748,6.62442009388373,-4.62316473887576,9.80231714987993e-05,0.000436930326338371,0.838474372773791
"82","10348570","Espnl","227357","espin-like",-0.194940844890784,5.35906575473204,-1.85589128118984,0.0752433571038983,0.124677063974051,-5.46488397217452
"83","10348580","Klhl30","70788","kelch-like 30",0.667884692774178,7.84305478793095,3.72951664017258,0.000983656962787253,0.00305819130439123,-1.42251165502594
"84","10348590","Erfe","227358","erythroferrone",-0.0642728643514481,4.66133861026132,-0.536209669780228,0.596532554654826,0.682116166662737,-6.98409687757153
"85","10348632","Twist2","13345","twist basic helix-loop-helix transcription factor 2",-0.359905085909596,5.48030220300501,-3.21948294422472,0.00353005636736694,0.00897053955705249,-2.65417368581377
"86","10348653","Gpc1","14733","glypican 1",0.546409532075232,8.96736876662695,4.99718632530766,3.71119891655029e-05,0.000197295883762574,1.80017483170907
"87","10348666","Dusp28","67446","dual specificity phosphatase 28",-0.106071583320581,6.32706975976716,-0.9142410398634,0.369286480843916,0.465112245905374,-6.70703191707706
"88","10348713","Crocc2","381284","ciliary rootlet coiled-coil, rootletin family member 2",0.0729902549152985,5.19495485398746,0.609295462099347,0.547802667929525,0.638327781748497,-6.94140575537056
"89","10348866","Atg4b","66615","autophagy related 4B, cysteine peptidase",0.211708413437573,6.47715051012379,1.95004601796735,0.062419957764124,0.106166206220589,-5.30323368598206
"90","10349016","Relch","227446","RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing",0.171063913229427,5.98885404492368,1.28331182857583,0.211101218176426,0.297628682222081,-6.30782785743572
"91","10349174","Serpinb8","20725","serine (or cysteine) peptidase inhibitor, clade B, member 8",0.863151935137246,5.25212337379875,4.68553821669553,8.3356700025159e-05,0.000381263032457416,0.998649148402128
"92","10349239","Nifk","67949","nucleolar protein interacting with the FHA domain of MKI67",0.337624973788198,7.66531521085065,4.61675061549734,9.96705506577253e-05,0.00044310629219726,0.822010952201205
"93","10349295","Tfcp2l1","81879","transcription factor CP2-like 1",-0.807318281213925,5.1767874110109,-5.1858975169333,2.27660758795999e-05,0.000131344735500828,2.28550646960104
"94","10349383","Slc35f5","74150","solute carrier family 35, member F5",-0.0686583717539797,8.81219773113559,-0.481526860633095,0.634312270004252,0.714216765316387,-7.01255409400312
"95","10349480","R3hdm1","226412","R3H domain containing 1",0.270977310785645,9.24849465051712,2.80895742125582,0.00948517864327259,0.0210197520610628,-3.5902053531564
"96","10349510","Mir128-1","387147","microRNA 128-1",0.228149674936386,3.83884569212261,1.50334999371012,0.145223321488332,0.217813531224892,-6.01402601859838
"97","10349512","Ubxn4","67812","UBX domain protein 4",0.345422076950705,9.21253553466107,3.69594206028953,0.00107131486701329,0.00328247771866413,-1.5053821857901
"98","10349648","Ctse","13034","cathepsin E",0.145489366134787,5.05716510932077,0.77968637723381,0.442863132060337,0.538930038703339,-6.82148078181722
"99","10349661","Rab7b","226421","RAB7B, member RAS oncogene family",0.501418739202792,5.42312624915453,4.39162390632251,0.000178841685289878,0.000723489431248375,0.245454253734358
"100","10349711","Slc41a1","98396","solute carrier family 41, member 1",-0.722048255954016,8.83683762675082,-4.07034568446292,0.000410665129591675,0.00146930716204153,-0.570683108180233
"101","10349876","Plekha6","240753","pleckstrin homology domain containing, family A member 6",-0.0374441680131126,5.57651197356044,-0.257886297792472,0.798596584757519,0.849816571120085,-7.09748255861145
"102","10349947","Fmod","14264","fibromodulin",-0.770918633132814,10.0011723355811,-5.58519591337679,8.14473087776664e-06,5.73520092460766e-05,3.30895701904119
"103","10349980","Mybph","53311","myosin binding protein H",4.37100747420024,9.51118707465121,18.5359312035784,3.6540952991152e-16,9.27592091680393e-13,26.8691598327847
"104","10349993","Myog","17928","myogenin",1.80935058600727,6.74546286624831,9.64053463621756,6.39465320242381e-10,3.15200527268987e-08,12.7758869073755
"105","10350003","Cyb5r1","72017","cytochrome b5 reductase 1",0.476403919064171,7.85048534130309,4.92075550051666,4.52503687050259e-05,0.000232291326506993,1.60351982765309
"106","10350024","Klhl12","240756","kelch-like 12",-0.0655825976769684,6.62236244287281,-0.488843350800536,0.629195291882198,0.710221995499165,-7.00892026292685
"107","10350039","Rabif","98710","RAB interacting factor",-0.0479482587628404,6.71937301266053,-0.3755337359824,0.710417425594455,0.780014980480763,-7.05914052480677
"108","10350046","Kdm5b","75605","lysine (K)-specific demethylase 5B",0.0809149174171493,7.09660579772005,0.806042956223682,0.427786400539827,0.524733403126529,-6.80041823408571
"109","10350146","Phlda3","27280","pleckstrin homology like domain, family A, member 3",0.578471716074162,7.71440487977128,2.80577075758248,0.00955650562057152,0.0211041231125018,-3.59722732794829
"110","10350149","Tnni1","21952","troponin I, skeletal, slow 1",0.759895061963826,10.8131913099131,3.50358230490631,0.00174183499020541,0.00489933309987418,-1.97575302895619
"111","10350173","Tnnt2","21956","troponin T2, cardiac",0.988685558395861,7.57928250877703,7.52870358961924,6.78576997082861e-08,1.22167922488996e-06,8.10152037611562
"112","10350349","Dennd1b","329260","DENN/MADD domain containing 1B",-0.227898374059767,7.03263044304738,-2.22622770274601,0.0352031781955549,0.064545516684302,-4.79630431630181
"113","10350438","Kcnt2","240776","potassium channel, subfamily T, member 2",0.302784208541858,4.40249658556392,2.70237292349472,0.0121653312884641,0.0260715014569575,-3.82277461259413
"114","10350473","B3galt2","26878","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",0.819246258238597,7.67907359532227,3.67141719202614,0.00114013844242921,0.00345374873043742,-1.56577907956759
"115","10350489","Uchl5","56207","ubiquitin carboxyl-terminal esterase L5",0.100115533206512,7.37115223309319,0.929309201306551,0.361577440878573,0.456762544747578,-6.69315246621946
"116","10350594","Ivns1abp","117198","influenza virus NS1A binding protein",-0.718609334757195,9.27903371705918,-5.64547729361293,6.98044952820966e-06,5.05559803918979e-05,3.46280405259878
"117","10350614","Trmt1l","98685","tRNA methyltransferase 1 like",-0.131529907485911,6.80798265110808,-1.32730334751372,0.196351378116522,0.279707055751286,-6.25228732965586
"118","10350630","Fam129a","63913","family with sequence similarity 129, member A",0.625522647925239,7.52183609151784,5.38419787164416,1.36477884736289e-05,8.67206784488285e-05,2.79458931708831
"119","10350742","Rnasel","24014","ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)",-0.0470519115046839,4.90800268156256,-0.346407269954622,0.731922768662137,0.796564179313541,-7.06994806175021
"120","10350840","Angptl1","72713","angiopoietin-like 1",0.562819959927943,7.21173140576709,3.28253216735961,0.00302197509707818,0.00783984035148999,-2.50550841424683
"121","10351013","Rc3h1","381305","RING CCCH (C3H) domains 1",-0.200069214687926,6.56437458373766,-1.27526446936247,0.213889157981826,0.300474614021508,-6.31781071384808
"122","10351039","Gas5","14455","growth arrest specific 5",0.352151666390412,4.31813770493093,1.43772499817284,0.162858983776992,0.239523482223577,-6.10578523030337
"123","10351043","Snord47","100217446","small nucleolar RNA, C/D box 47",0.591538419267084,8.12120760954043,3.63604315544909,0.00124709016769434,0.00372659021858986,-1.65268399302968
"124","10351131","Myoc","17926","myocilin",-0.176560617441337,6.89229867622271,-1.15207258200143,0.260142690153916,0.352625022292735,-6.46367194804823
"125","10351140","Kifap3","16579","kinesin-associated protein 3",-0.329892626572482,7.34874142754655,-3.65858020434563,0.00117786999912948,0.00355109619096222,-1.59734530464496
"126","10351179","Mettl18","69962","methyltransferase like 18",-0.298567093994015,4.72039238792663,-2.48183392272776,0.0201141179662401,0.0404113086326081,-4.28787237949347
"127","10351206","Selp","20344","selectin, platelet",-0.435183085764952,4.60598975546472,-3.4339838118507,0.00207377794891366,0.00567577932433136,-2.14389351883345
"128","10351293","Dpt","56429","dermatopontin",0.436620782328092,9.2377170737881,3.33119527097586,0.00267889886735741,0.00705800184202054,-2.38998888380659
"129","10351304","Mpc2","70456","mitochondrial pyruvate carrier 2",-0.91799313176775,9.48388727686436,-9.58272328580227,7.20937339454664e-10,3.30845726228667e-08,12.6559440718276
"130","10351347","Creg1","433375","cellular repressor of E1A-stimulated genes 1",-0.36818466416951,8.65746236315259,-2.07227651175045,0.0486569366018935,0.0858940428121743,-5.08470369588144
"131","10351390","Tada1","27878","transcriptional adaptor 1",-0.232094255277032,6.30067612006067,-2.05030783366869,0.0509116793007487,0.0893462135533706,-5.12468155914496
"132","10351404","Tmco1","68944","transmembrane and coiled-coil domains 1",-0.144161425477652,7.41958037134986,-1.713009991526,0.0990339676891438,0.15761612976733,-5.69847049321341
"133","10351430","Rxrg","20183","retinoid X receptor gamma",-1.3606912937925,6.42885113148887,-7.50424319352092,7.18718485039594e-08,1.28032763106878e-06,8.04387790913033
"134","10351463","Rgs5","19737","regulator of G-protein signaling 5",-0.567176583707672,9.2539452131661,-4.69100582132577,8.21808023468525e-05,0.000376563116890767,1.01269608332748
"135","10351491","Olfml2b","320078","olfactomedin-like 2B",0.490899965809034,7.65234635043715,3.31293054916423,0.00280300050500803,0.00734684231488165,-2.4334239768036
"136","10351504","Gm39701","105244006","predicted gene, 39701",0.836966906780385,5.67636403904421,1.49071821156316,0.148492028315759,0.221929357597619,-6.03195504034841
"137","10351525","Mpz","17528","myelin protein zero",-0.0898279730184273,8.20203244382039,-0.534919192342838,0.597411516352876,0.68281365792966,-6.98480292028756
"138","10351792","Slamf9","98365","SLAM family member 9",0.204626167765861,4.56887717308869,1.87739631575643,0.0721285222760453,0.120222097043822,-5.42849075214747
"139","10351873","Ifi209","236312","interferon activated gene 209",0.0847259470909374,3.08283029619594,0.4282911078127,0.672090771901776,0.74747094171858,-7.03737179802451
"140","10352092","Zbtb18","30928","zinc finger and BTB domain containing 18",-0.844889578859466,8.0442598426051,-8.85243326260663,3.40370583188159e-09,1.15204096723085e-07,11.1020966168601
"141","10352097","1700016C15Rik","69428","RIKEN cDNA 1700016C15 gene",1.73668591600697,5.23393065991164,10.6022063509449,9.24988264249659e-11,7.6986318321238e-09,14.706744905394
"142","10352166","Cnst","226744","consortin, connexin sorting protein",-0.520003942599014,7.09357328623232,-5.43627746757914,1.19361045093239e-05,7.8092271383811e-05,2.92804950142314
"143","10352234","Itpkb","320404","inositol 1,4,5-trisphosphate 3-kinase B",-0.811751211115126,7.92759381986371,-5.63353506952602,7.19690577082926e-06,5.17508480332587e-05,3.43234276825853
"144","10352242","Parp1","11545","poly (ADP-ribose) polymerase family, member 1",0.0790521219103617,7.4835762757144,0.822946122803189,0.418286141070897,0.514946347773265,-6.78656054822244
"145","10352267","Lin9","72568","lin-9 homolog (C. elegans)",-0.206136767498561,4.20877173902817,-1.31520872178911,0.200324533778361,0.284568454950403,-6.26771966952856
"146","10352294","Sde2","208768","SDE2 telomere maintenance homolog (S. pombe)",0.138643830081601,6.89810761831203,1.27011013802255,0.215689577846387,0.302167766756651,-6.32417577657414
"147","10352348","Cnih4","98417","cornichon family AMPA receptor auxiliary protein 4",0.0642388032351349,8.31721066251662,0.684648645265178,0.499837119853065,0.593746620845581,-6.89186406472886
"148","10352448","Dusp10","63953","dual specificity phosphatase 10",0.94990702953532,8.53375627040275,4.73785099214905,7.27626330186192e-05,0.000342368756103364,1.13308175701532
"149","10352459","Rab3gap2","98732","RAB3 GTPase activating protein subunit 2",0.680494564388102,6.97461596072599,8.67229386087983,5.04527491982978e-09,1.56188175414487e-07,10.7076975965828
"150","10352503","Bpnt1","23827","bisphosphate 3'-nucleotidase 1",-0.270895208113685,7.14692882900312,-2.72838691354113,0.011452218159348,0.0247416645085148,-3.76645563962315
"151","10352576","Esrrg","26381","estrogen-related receptor gamma",-0.273905947801108,8.25404313890533,-1.09949294698808,0.281983565954686,0.375263581743628,-6.52187842980262
"152","10352661","Ptpn14","19250","protein tyrosine phosphatase, non-receptor type 14",-0.0863475553807298,8.18662260947853,-0.744147057829661,0.463695182035966,0.55918775277829,-6.84882433449606
"153","10352703","A230020J21Rik","100125339","RIKEN cDNA A230020J21 gene",-0.260334282747486,5.06059945905657,-2.115985651343,0.0444336823427135,0.0792377257653517,-5.00427347496611
"154","10352777","Slc30a1","22782","solute carrier family 30 (zinc transporter), member 1",-0.00945391266102735,6.30219085132764,-0.0641535612646441,0.949355970223647,0.963976052165092,-7.12967112084984
"155","10352867","Plxna2","18845","plexin A2",0.29545463857262,7.09747962516511,2.07378171956033,0.0485057536918978,0.0856986157049728,-5.08195354239615
"156","10352914","A330023F24Rik","320977","RIKEN cDNA A330023F24 gene",-0.589967843419903,4.82295159587085,-4.99787824652024,3.70454648092441e-05,0.000197295883762574,1.80195507022551
"157","10352928","Rp1","19888","retinitis pigmentosa 1 (human)",-0.334821510075252,3.78489820966016,-1.82504141817953,0.079914690987958,0.131048735835227,-5.51653576006262
"158","10352954","Hmgb3","15354","high mobility group box 3",-0.156754513239864,6.10818238238456,-1.11732814309536,0.274431537646889,0.367428511770374,-6.50240999934706
"159","10353034","Snord87","266793","small nucleolar RNA, C/D box 87",0.476982551869535,8.03942874003995,2.55183904869413,0.0171788223530053,0.0352433796183978,-4.14272154762601
"160","10353064","Arfgef1","211673","ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)",-0.626512203352338,9.43776270726507,-5.95123403739594,3.20671713008717e-06,2.7316279982303e-05,4.23944181167
"161","10353117","Slco5a1","240726","solute carrier organic anion transporter family, member 5A1",0.0103270559192232,8.06396916104529,0.0557257377327469,0.956001354215182,0.968786202664766,-7.13019303568295
"162","10353181","Lactb2","212442","lactamase, beta 2",-0.86095034182572,7.44510916435605,-6.62254909493169,5.99983713368023e-07,6.78422564091192e-06,5.91656196696005
"163","10353192","Eya1","14048","EYA transcriptional coactivator and phosphatase 1",-0.871385177455814,7.13435139386082,-5.39713631397037,1.32006864623157e-05,8.46210671327988e-05,2.82775644685837
"164","10353213","Msc","17681","musculin",0.118231650392347,5.18613221264174,0.808185006787065,0.426575155557431,0.523627191674342,-6.79867721622958
